         1870596 function calls (1843851 primitive calls) in 34.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
        1    0.000    0.000    0.000    0.000 _base.py:1072(_update_transScale)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        9    0.000    0.000    0.000    0.000 transforms.py:2292(__init__)
      835    0.000    0.000    0.000    0.000 font_manager.py:707(get_size)
       12    0.000    0.000    0.000    0.000 text.py:1184(set_position)
        8    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
      339    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 _base.py:1184(_gen_axes_patch)
      272    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 core.py:5051(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:1008(stat)
       18    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      276    0.000    0.000    0.000    0.000 backend_bases.py:945(set_linewidth)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       78    0.000    0.000    0.000    0.000 text.py:686(_get_wrapped_text)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:75(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:581(Axis)
        9    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
      257    0.000    0.000    0.000    0.000 transforms.py:1767(<lambda>)
      222    0.000    0.000    0.000    0.000 transforms.py:1339(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:1047(NonUniformImage)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:4663(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:3873(FancyBboxPatch)
       43    0.000    0.000    0.000    0.000 transforms.py:2224(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:4908(_MultipleMatch)
        8    0.000    0.000    0.000    0.000 Image.py:3053(new)
        1    0.000    0.000    0.000    0.000 font_manager.py:1524(_cached_realpath)
       13    0.000    0.000    0.000    0.000 typing.py:1877(__init_subclass__)
    68/64    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
      770    0.000    0.000    0.000    0.000 font_manager.py:678(get_style)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       18    0.000    0.000    0.000    0.000 __init__.py:1510(_getints)
       32    0.000    0.000    0.000    0.000 text.py:1044(set_fontfamily)
        6    0.000    0.000    0.000    0.000 pathlib.py:1245(is_dir)
        1    0.000    0.000    0.000    0.000 tokenize.py:392(open)
        8    0.000    0.000    0.000    0.000 _base.py:3650(_validate_converted_limits)
       29    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
      263    0.000    0.000    0.000    0.000 core.py:3730(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
       48    0.000    0.000    0.000    0.000 lines.py:1360(set_dash_joinstyle)
        1    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 __init__.py:499(_get_xdg_config_dir)
       64    0.000    0.000    0.000    0.000 font_manager.py:795(set_stretch)
      770    0.000    0.000    0.000    0.000 font_manager.py:699(get_stretch)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1180(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1377(_missing_)
       24    0.000    0.000    0.000    0.000 transforms.py:1976(clear)
        8    0.000    0.000    0.000    0.000 pathlib.py:667(with_name)
        4    0.000    0.000    0.000    0.000 inspect.py:3047(__hash__)
      312    0.000    0.000    0.000    0.000 typing.py:1725(__eq__)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:1(<module>)
       15    0.000    0.000    0.000    0.000 axis.py:729(_get_axis_name)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(_from_subplot_args)
       13    0.000    0.000    0.000    0.000 __init__.py:2605(_setup)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        7    0.000    0.000    0.000    0.000 markers.py:756(_set_tickleft)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       61    0.000    0.000    0.000    0.000 font_manager.py:1099(get_default_size)
        1    0.000    0.000    0.000    0.000 core.py:5352(Forward)
       48    0.000    0.000    0.000    0.000 lines.py:505(set_pickradius)
      260    0.000    0.000    0.000    0.000 patches.py:816(rotation_point)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3849(_setResultsName)
        8    0.000    0.000    0.000    0.000 core.py:4280(_generateDefaultName)
       78    0.000    0.000    0.000    0.000 util.py:110(get)
       30    0.000    0.000    0.000    0.000 stride_tricks.py:538(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
      546    0.000    0.000    0.000    0.000 artist.py:838(get_visible)
      284    0.000    0.000    0.000    0.000 font_manager.py:1214(score_size)
     40/3    0.000    0.000    0.000    0.000 transforms.py:2387(_invalidate_internal)
       64    0.000    0.000    0.000    0.000 font_manager.py:879(set_math_fontfamily)
        3    0.000    0.000    0.000    0.000 core.py:1595(__xor__)
       18    0.000    0.000    0.000    0.000 transforms.py:1882(inverted)
      441    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 __init__.py:586(get_data_path)
      256    0.000    0.000    0.000    0.000 legend.py:1249(<genexpr>)
      192    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 patches.py:4460(ConnectionPatch)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      770    0.000    0.000    0.000    0.000 font_manager.py:684(get_variant)
      770    0.000    0.000    0.000    0.000 font_manager.py:690(get_weight)
        9    0.000    0.000    0.000    0.000 markers.py:770(_set_tickup)
        8    0.000    0.000    0.000    0.000 core.py:4909(__init__)
       26    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       76    0.000    0.000    0.000    0.000 transforms.py:341(intervaly)
       48    0.000    0.000    0.000    0.000 lines.py:1424(set_solid_capstyle)
       11    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
       45    0.000    0.000    0.000    0.000 typing.py:296(_unpack_args)
       18    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
        1    0.000    0.000    0.000    0.000 transforms.py:2348(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 deprecation.py:245(__set_name__)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
      276    0.000    0.000    0.000    0.000 helpers.py:211(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       29    0.000    0.000    0.000    0.000 cbook.py:2376(_unpack_to_numpy)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       18    0.000    0.000    0.000    0.000 _methods.py:47(_sum)
      248    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
      787    0.000    0.000    0.000    0.000 inspect.py:2726(default)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3557(export)
     13/1    0.000    0.000    0.000    0.000 offsetbox.py:221(set_figure)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
        6    0.000    0.000    0.000    0.000 offsetbox.py:273(set_offset)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
      248    0.000    0.000    0.000    0.000 patches.py:2343(<genexpr>)
      222    0.000    0.000    0.000    0.000 transforms.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1111(mkdir)
        8    0.000    0.000    0.000    0.000 axis.py:719(_get_shared_axes)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        2    0.000    0.000    0.000    0.000 legend.py:1142(_get_anchored_bbox)
      108    0.000    0.000    0.000    0.000 _binary.py:94(i32be)
       22    0.000    0.000    0.000    0.000 core.py:1013(reset_cache)
        3    0.000    0.000    0.000    0.000 core.py:4063(__init__)
      284    0.000    0.000    0.000    0.000 font_manager.py:1167(score_variant)
       28    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      252    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       18    0.000    0.000    0.000    0.000 weakref.py:46(__new__)
       97    0.000    0.000    0.000    0.000 rcsetup.py:77(__call__)
      367    0.000    0.000    0.000    0.000 enum.py:798(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2730(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       48    0.000    0.000    0.000    0.000 lines.py:1376(set_solid_joinstyle)
       33    0.000    0.000    0.000    0.000 results.py:219(__setitem__)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
       13    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:714(_add_axes_internal)
       30    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      100    0.000    0.000    0.000    0.000 transforms.py:2133(transform)
       49    0.000    0.000    0.000    0.000 typing.py:1664(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:299(set_position)
        1    0.000    0.000    0.000    0.000 __init__.py:2264(wm_protocol)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2593(ptp)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       65    0.000    0.000    0.000    0.000 inspect.py:2075(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:888(set_history_buttons)
        1    0.000    0.000    0.000    0.000 results.py:17(_ParseResultsWithOffset)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:944(load_prepare)
        9    0.000    0.000    0.000    0.000 artist.py:751(set_clip_box)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fff661e4860}
        3    0.000    0.000    0.000    0.000 patches.py:281(update_from)
      396    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        2    0.000    0.000    0.000    0.000 core.py:551(set_results_name)
        2    0.000    0.000    0.000    0.000 contextlib.py:558(__exit__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1285(LocationEvent)
      463    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
      480    0.000    0.000    0.000    0.000 typing.py:757(<genexpr>)
        2    0.000    0.000    0.000    0.000 offsetbox.py:1054(_get_anchored_bbox)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
      456    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        4    0.000    0.000    0.000    0.000 legend.py:636(_set_artist_props)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:987(load_end)
        6    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
      269    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
       10    0.000    0.000    0.000    0.000 transforms.py:2471(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        4    0.000    0.000    0.000    0.000 colors.py:1739(Norm)
        1    0.000    0.000    0.000    0.000 __init__.py:509(_get_xdg_cache_dir)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       30    0.000    0.000    0.000    0.000 transforms.py:132(__getstate__)
        1    0.000    0.000    0.000    0.000 gridspec.py:397(get_subplot_params)
